Name	Complete Name	Id	Edition	Release	Release Date	Birth Date	Wage	Work Rate	Birth Place	Height	Weight	Position	Value	Foot	Intern. Rep.	Weak Foot	Skill Moves	Release Clause	Team	Team Position	Team Skill	Jersey	Short Passing	Contract	Nat. Team	Jersey Nat.	Nat. Position	Overall	Potential	Crossing	Finishing	Heading Accuracy	Joined	Volleys	Dribbling	Curve	FK Accuracy	Long Passing	Ball Control	Acceleration	Sprint Speed	Agility	Reactions	Balance	Shot Power	Jumping	Stamina	Strength	Long Shots	Aggression	Interceptions	Positioning	Vision	Penalties	Marking	Standing Tackle	Sliding Tackle	GK Diving	GK Handling	GK Kicking	GK Positioning	GK Reflexes	Tags	Nat. Team Skill	Win Comp.	Lose Comp.	Expulsions	Injuries
Andrés Iniesta	Andrés Iniesta Luján	41	18	158876	Oct9,2017	May 11, 1984	€260K	High/ Medium	Spain	5'7"	150lbs	L C M	€29.5M	Right	4 	4 	4 	€60.5M	FC Barcelona	LM	84	8	92	2019	Spain	6	LCM	87	87	77	70	54	Jul 1, 2002	74	90	80	70	86	94	72	71	79	88	84	65	52	58	58	71	58	66	84	94	71	57	57	56	6	13	6	13	7	2	85	11	43	0	15
Andrés Iniesta	Andrés Iniesta Luján	41	17	158732	May18,2017	May 11, 1984	€140K	High/ Medium	Spain	5'7"	150lbs	L C M	€39.5M	Right	4 	4 	4 	None	FC Barcelona	LCM	85	8	92	2018	Spain	6	LCM	88	88	77	70	54	Jul 1, 2002	74	90	80	70	86	93	73	72	81	88	85	65	54	62	58	71	58	66	84	94	71	57	57	56	6	13	6	13	7	2	85	11	43	0	15
Mesut Özil	Mesut Özil	176635	17	158627	Feb2,2017	Oct 15, 1988	€210K	Medium/ Low	Germany	5'11"	168lbs	C A M	€62M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	89	82	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	68	56	76	51	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	18	159033	Mar15,2018	Oct 15, 1988	€205K	Medium/ Low	Germany	5'11"	168lbs	C A M	€51M	Left	4 	2 	4 	€96.9M	Arsenal	CAM	82	11	89	2021	Germany	10	CAM	87	87	82	73	54	Sep 2, 2013	77	85	84	78	83	89	75	69	83	85	70	70	52	71	57	75	48	24	82	91	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	18	158900	Nov2,2017	Oct 15, 1988	€205K	Medium/ Low	Germany	5'11"	168lbs	C A M	€51M	Left	4 	2 	4 	€96.9M	Arsenal	RW	82	11	89	2018	Germany	10	CAM	87	87	82	73	54	Sep 2, 2013	77	85	84	79	83	89	75	68	83	86	70	70	52	71	57	75	48	24	82	91	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	17	158521	Oct19,2016	Oct 15, 1988	€210K	Medium/ Low	Germany	6'0"	168lbs	C A M	€62M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	89	80	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	68	56	76	54	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	16	158277	Feb18,2016	Oct 15, 1988	€240K	Medium/ Low	Germany	6'0"	168lbs	C A M	€61M	Left	4 	2 	4 	None	Arsenal	CAM	82	11	89	2018	Germany	8	CAM	88	89	80	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	64	56	76	54	24	84	93	76	22	16	19	6	14	10	6	14	1	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	15	157928	Mar6,2015	Oct 15, 1988	€185K	Medium/ Low	Germany	6'0"	168lbs	S U B	€44M	Left	3 	2 	4 	None	Arsenal	RW	80	11	87	2018	Germany	8	SUB	86	87	80	74	54	Sep 2, 2013	77	86	84	79	80	90	77	71	84	87	76	70	53	64	55	75	54	24	81	92	76	22	25	25	6	14	10	6	14	2	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159355	Jan31,2019	Oct 15, 1988	€175K	Medium/ Low	Germany	5'11"	168lbs	C A M	€37.5M	Left	4 	2 	4 	€71.3M	Arsenal	CAM	82	10	89	2021	None	None	None	85	85	83	72	51	Sep 2, 2013	80	84	84	77	82	90	72	69	79	83	70	70	48	67	57	74	44	24	81	91	67	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Mesut Özil	Mesut Özil	176635	17	158718	May4,2017	Oct 15, 1988	€210K	Medium/ Low	Germany	5'11"	168lbs	C A M	€62M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	89	82	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	69	56	76	48	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	15	157773	Oct2,2014	Oct 15, 1988	€185K	Medium/ Low	Germany	6'0"	168lbs	C A M	€44M	Left	3 	2 	4 	None	Arsenal	CAM	80	11	88	2018	Germany	8	CAM	86	87	83	74	54	Sep 2, 2013	77	87	84	79	80	91	77	71	84	87	76	70	53	64	55	75	56	24	83	92	76	22	25	25	6	14	10	6	14	2	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	18	158855	Sep18,2017	Oct 15, 1988	€265K	Medium/ Low	Germany	5'11"	168lbs	C A M	€60M	Left	4 	2 	4 	€111M	Arsenal	RW	83	11	89	2018	Germany	10	CAM	88	88	82	74	54	Sep 2, 2013	77	86	84	79	84	90	75	68	83	87	70	70	52	69	57	76	48	24	83	92	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159192	Aug21,2018	Oct 15, 1988	€190K	Medium/ Low	Germany	5'11"	168lbs	R M	€43.5M	Left	4 	2 	4 	€82.7M	Arsenal	RM	82	10	89	2021	None	None	None	86	86	83	72	54	Sep 2, 2013	80	84	84	77	82	90	72	69	79	84	70	70	48	69	57	75	48	24	83	91	67	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Mesut Özil	Mesut Özil	176635	18	158995	Feb5,2018	Oct 15, 1988	€205K	Medium/ Low	Germany	5'11"	168lbs	C A M	€51M	Left	4 	2 	4 	€96.9M	Arsenal	RW	82	11	89	2021	Germany	10	CAM	87	87	82	73	54	Sep 2, 2013	77	85	84	79	83	89	75	68	83	86	70	70	52	71	57	75	48	24	82	91	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	18	158886	Oct19,2017	Oct 15, 1988	€205K	Medium/ Low	Germany	5'11"	168lbs	C A M	€51M	Left	4 	2 	4 	€96.9M	Arsenal	RW	82	11	89	2018	Germany	10	CAM	87	87	82	73	54	Sep 2, 2013	77	85	84	79	83	89	75	68	83	86	70	70	52	69	57	75	48	24	82	91	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	16	158256	Jan28,2016	Oct 15, 1988	€240K	Medium/ Low	Germany	6'0"	168lbs	C A M	€61M	Left	4 	2 	4 	None	Arsenal	CAM	82	11	89	2018	Germany	8	CAM	88	89	80	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	64	56	76	54	24	84	92	76	22	16	19	6	14	10	6	14	1	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	17	158647	Feb22,2017	Oct 15, 1988	€210K	Medium/ Low	Germany	5'11"	168lbs	C A M	€62M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	89	82	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	68	56	76	48	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	15	157900	Feb6,2015	Oct 15, 1988	€185K	Medium/ Low	Germany	6'0"	168lbs	S U B	€44M	Left	3 	2 	4 	None	Arsenal	LW	80	11	88	2018	Germany	8	SUB	86	87	83	74	54	Sep 2, 2013	77	87	84	79	80	91	77	71	84	87	76	70	53	64	55	75	54	24	81	92	76	22	25	25	6	14	10	6	14	2	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	17	158613	Jan19,2017	Oct 15, 1988	€210K	Medium/ Low	Germany	5'11"	168lbs	C A M	€62M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	89	80	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	68	56	76	51	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	16	158127	Sep21,2015	Oct 15, 1988	€230K	Medium/ Low	Germany	6'0"	168lbs	L M	€52.5M	Left	4 	2 	4 	None	Arsenal	CAM	81	11	87	2018	Germany	8	LM	87	88	80	74	54	Sep 2, 2013	77	86	84	79	80	90	77	68	84	87	70	70	52	64	56	75	54	24	83	92	76	22	16	19	6	14	10	6	14	1	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	15	157759	Sep18,2014	Oct 15, 1988	€0	Medium/ Low	Germany	6'0"	168lbs	C A M	€0	Left	3 	2 	4 	None	Arsenal	LW	81	11	88	2018	Germany	8	CAM	86	87	83	74	54	Sep 2, 2013	77	87	84	79	80	91	77	71	84	87	78	70	53	64	57	75	56	24	83	92	76	22	25	25	6	14	10	6	14	2	84	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159159	Jul19,2018	Oct 15, 1988	€190K	Medium/ Low	Germany	5'11"	168lbs	R W	€43.5M	Left	4 	2 	4 	€82.7M	Arsenal	RW	82	10	89	2021	None	None	None	86	86	83	72	54	Sep 2, 2013	80	84	84	77	82	90	74	69	82	84	70	70	52	71	57	75	48	24	83	91	65	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159397	Mar14,2019	Oct 15, 1988	€175K	Medium/ Low	Germany	5'11"	168lbs	C A M	€37.5M	Left	4 	2 	4 	€71.3M	Arsenal	CAM	82	10	89	2021	None	None	None	85	85	83	73	51	Sep 2, 2013	80	84	84	77	82	90	73	69	79	83	70	70	48	67	57	74	44	24	81	91	67	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159257	Oct25,2018	Oct 15, 1988	€190K	Medium/ Low	Germany	5'11"	168lbs	R M	€43.5M	Left	4 	2 	4 	€82.7M	Arsenal	RM	82	10	89	2021	None	None	None	86	86	83	73	54	Sep 2, 2013	80	84	84	77	82	90	72	69	79	84	70	70	48	69	57	75	48	24	83	91	67	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Mesut Özil	Mesut Özil	176635	17	158492	Sep20,2016	Oct 15, 1988	€210K	Medium/ Low	Germany	6'0"	168lbs	C A M	€68.5M	Left	4 	2 	4 	None	Arsenal	CAM	83	11	89	2018	Germany	10	CAM	89	90	80	75	54	Sep 2, 2013	77	86	84	79	84	90	77	68	84	87	70	70	52	68	56	76	54	24	84	93	67	22	16	19	6	14	10	6	14	1	85	8	21	1	23
Mesut Özil	Mesut Özil	176635	19	159250	Oct18,2018	Oct 15, 1988	€190K	Medium/ Low	Germany	5'11"	168lbs	R M	€43.5M	Left	4 	2 	4 	€82.7M	Arsenal	RM	82	10	89	2021	None	None	None	86	86	83	73	54	Sep 2, 2013	80	84	84	77	82	90	72	69	79	84	70	70	48	69	57	75	48	24	83	91	67	24	16	19	6	14	10	6	14	1	None	8	21	1	23
Gerard Piqué	Gerard Piqué Bernabéu	152729	19	159159	Jul19,2018	Feb 2, 1987	€225K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	€69.7M	FC Barcelona	RCB	86	3	81	2022	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	49	60	58	84	36	62	74	65	83	51	72	88	58	62	69	91	86	84	10	11	14	15	8	2	86	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	17	158492	Sep20,2016	Feb 2, 1987	€130K	High/ Medium	Spain	6'4"	187lbs	R C B	€29.5M	Right	4 	3 	2 	None	FC Barcelona	RCB	85	3	83	2019	Spain	3	RCB	86	86	57	64	82	Jul 1, 2008	57	59	58	43	80	76	54	67	58	81	44	62	74	69	83	51	68	88	58	62	69	86	87	84	10	11	14	15	8	1	85	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	15	157914	Feb20,2015	Feb 2, 1987	€190K	High/ Medium	Spain	6'4"	187lbs	R C B	€20.5M	Right	4 	3 	2 	None	FC Barcelona	RCB	84	3	84	2019	Spain	3	RCB	84	87	50	58	82	Jul 1, 2008	57	50	43	43	84	76	60	71	57	81	44	53	74	69	83	42	68	88	50	62	69	86	87	83	10	11	14	15	8	1	83	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	15	157759	Sep18,2014	Feb 2, 1987	€0	High/ Medium	Spain	6'4"	187lbs	R C B	€0	Right	4 	3 	2 	None	FC Barcelona	RCB	84	3	84	2019	Spain	3	RCB	84	89	50	58	82	Jul 1, 2008	57	50	43	43	84	76	60	71	57	81	44	53	74	69	83	42	68	88	50	62	69	86	87	83	10	11	14	15	8	1	83	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	17	158620	Jan26,2017	Feb 2, 1987	€130K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	None	FC Barcelona	RCB	85	3	81	2019	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	56	73	58	84	44	62	74	69	83	51	72	88	58	62	69	86	87	86	10	11	14	15	8	2	85	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	18	158855	Sep18,2017	Feb 2, 1987	€240K	High/ Medium	Spain	6'4"	187lbs	R C B	€37.5M	Right	4 	3 	2 	€76.9M	FC Barcelona	RCB	84	3	81	2019	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	55	73	58	84	42	62	74	66	83	51	72	88	58	62	69	86	87	86	10	11	14	15	8	4	86	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	16	158152	Oct16,2015	Feb 2, 1987	€190K	High/ Medium	Spain	6'4"	187lbs	R C B	€26M	Right	4 	3 	2 	None	FC Barcelona	RCB	84	3	83	2019	Spain	3	RCB	85	85	57	64	82	Jul 1, 2008	57	59	58	43	80	76	56	68	58	81	44	62	74	69	83	51	68	88	58	62	69	86	87	83	10	11	14	15	8	1	84	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	19	159467	May23,2019	Feb 2, 1987	€285K	High/ Medium	Spain	6'4"	187lbs	R C B	€40M	Right	4 	3 	2 	€82M	FC Barcelona	RCB	86	3	83	2022	None	None	None	88	88	57	65	85	Jul 1, 2008	57	63	58	43	81	82	54	63	58	86	36	62	74	67	85	51	76	89	64	70	69	91	87	85	10	11	14	15	8	4	None	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	18	158977	Jan18,2018	Feb 2, 1987	€240K	High/ Medium	Spain	6'4"	187lbs	R C B	€37.5M	Right	4 	3 	2 	€76.9M	FC Barcelona	RCB	85	3	81	2022	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	55	73	58	84	42	62	74	66	83	51	72	88	58	62	69	86	87	86	10	11	14	15	8	4	86	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	19	159383	Feb28,2019	Feb 2, 1987	€285K	High/ Medium	Spain	6'4"	187lbs	R C B	€40M	Right	4 	3 	2 	€82M	FC Barcelona	RCB	86	3	82	2022	None	None	None	88	88	57	65	83	Jul 1, 2008	57	63	58	43	80	82	54	63	58	86	36	62	74	65	85	51	76	88	64	70	69	91	87	85	10	11	14	15	8	4	None	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	17	158613	Jan19,2017	Feb 2, 1987	€130K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	None	FC Barcelona	RCB	85	3	84	2019	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	56	73	58	84	44	62	74	69	83	51	72	88	58	62	69	86	87	85	10	11	14	15	8	2	85	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	15	157788	Oct17,2014	Feb 2, 1987	€190K	High/ Medium	Spain	6'4"	187lbs	R C B	€20.5M	Right	4 	3 	2 	None	FC Barcelona	RCB	84	3	84	2019	Spain	3	RCB	84	89	50	58	82	Jul 1, 2008	57	50	43	43	84	76	60	71	57	81	44	53	74	69	83	42	68	88	50	62	69	86	87	83	10	11	14	15	8	1	83	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	16	158127	Sep21,2015	Feb 2, 1987	€190K	High/ Medium	Spain	6'4"	187lbs	R C B	€29.5M	Right	4 	3 	2 	None	FC Barcelona	RCB	84	3	83	2019	Spain	3	RCB	85	86	57	64	82	Jul 1, 2008	57	59	58	43	80	76	58	69	57	81	44	62	74	69	83	51	68	88	58	62	69	86	87	83	10	11	14	15	8	1	84	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	17	158718	May4,2017	Feb 2, 1987	€130K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	None	FC Barcelona	RCB	85	3	81	2019	Spain	3	RCB	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	56	73	58	84	44	62	74	69	83	51	72	88	58	62	69	86	87	86	10	11	14	15	8	4	85	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	19	159222	Sep20,2018	Feb 2, 1987	€240K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	€69.7M	FC Barcelona	RCB	86	3	81	2022	None	None	None	87	87	57	64	83	Jul 1, 2008	57	59	58	43	80	78	49	60	58	84	36	62	74	65	83	51	72	88	58	62	69	91	86	84	10	11	14	15	8	2	None	19	36	9	8
Gerard Piqué	Gerard Piqué Bernabéu	152729	19	159355	Jan31,2019	Feb 2, 1987	€240K	High/ Medium	Spain	6'4"	187lbs	R C B	€34M	Right	4 	3 	2 	€69.7M	FC Barcelona	RCB	86	3	81	2022	None	None	None	87	87	57	65	83	Jul 1, 2008	57	59	58	43	80	81	50	62	58	84	36	62	74	65	83	51	72	88	64	68	69	91	86	84	10	11	14	15	8	2	None	19	36	9	8
Name	Complete Name	Id	Edition	Release	Release Date	Birth Date	Wage	Work Rate	Birth Place	Height	Weight	Position	Value	Foot	Intern. Rep.	Weak Foot	Skill Moves	Release Clause	Team	Team Position	Team Skill	Jersey	Short Passing	Contract	Nat. Team	Jersey Nat.	Nat. Position	Overall	Potential	Crossing	Finishing	Heading Accuracy	Joined	Volleys	Dribbling	Curve	FK Accuracy	Long Passing	Ball Control	Acceleration	Sprint Speed	Agility	Reactions	Balance	Shot Power	Jumping	Stamina	Strength	Long Shots	Aggression	Interceptions	Positioning	Vision	Penalties	Marking	Standing Tackle	Sliding Tackle	GK Diving	GK Handling	GK Kicking	GK Positioning	GK Reflexes	Tags	Nat. Team Skill	Win Comp.	Lose Comp.	Expulsions	Injuries
Luis Suárez	Luis Alberto Suárez Díaz	176580	18	159054	Apr5,2018	Jan 24, 1987	€510K	High/ Medium	Uruguay	6'0"	190lbs	L S	€97M	Right	5 	4 	4 	€198.9M	FC Barcelona	LS	85	9	83	2021	Uruguay	9	LS	92	92	77	94	77	Jul 11, 2014	88	86	86	84	64	91	88	77	86	93	78	87	69	89	83	86	87	41	92	84	85	30	45	38	27	25	31	33	37	3	80	10	23	13	7
Luis Suárez	Luis Alberto Suárez Díaz	176580	15	157889	Jan26,2015	Jan 24, 1987	€0	High/ Medium	Uruguay	6'0"	187lbs	R S	€0	Right	5 	4 	4 	None	FC Barcelona	SUB	84	9	82	2019	Uruguay	9	RS	89	89	77	91	75	Jul 11, 2014	85	90	86	84	64	89	88	79	86	91	60	84	69	86	76	82	78	41	88	84	85	30	45	38	27	25	31	33	37	2	77	10	23	13	7
Luis Suárez	Luis Alberto Suárez Díaz	176580	17	158718	May4,2017	Jan 24, 1987	€255K	High/ Medium	Uruguay	6'0"	190lbs	L S	€83M	Right	5 	4 	4 	None	FC Barcelona	ST	85	9	83	2021	Uruguay	9	LS	92	92	77	94	77	Jul 11, 2014	88	86	86	84	64	91	88	77	86	93	60	87	69	89	80	86	78	41	92	84	85	30	45	38	27	25	31	33	37	2	79	10	23	13	7
Luis Suárez	Luis Alberto Suárez Díaz	176580	15	157879	Jan16,2015	Jan 24, 1987	€300K	High/ Medium	Uruguay	6'0"	187lbs	R S	€49.5M	Right	5 	4 	4 	None	FC Barcelona	RW	84	9	82	2019	Uruguay	9	RS	89	91	77	91	75	Jul 11, 2014	85	90	86	84	64	89	88	79	86	91	60	84	69	86	76	82	78	41	88	84	85	30	45	38	27	25	31	33	37	2	77	10	23	13	7
Name	Complete Name	Id	Edition	Release	Release Date	Birth Date	Wage	Work Rate	Birth Place	Height	Weight	Position	Value	Foot	Intern. Rep.	Weak Foot	Skill Moves	Release Clause	Team	Team Position	Team Skill	Jersey	Short Passing	Contract	Nat. Team	Jersey Nat.	Nat. Position	Overall	Potential	Crossing	Finishing	Heading Accuracy	Joined	Volleys	Dribbling	Curve	FK Accuracy	Long Passing	Ball Control	Acceleration	Sprint Speed	Agility	Reactions	Balance	Shot Power	Jumping	Stamina	Strength	Long Shots	Aggression	Interceptions	Positioning	Vision	Penalties	Marking	Standing Tackle	Sliding Tackle	GK Diving	GK Handling	GK Kicking	GK Positioning	GK Reflexes	Tags	Nat. Team Skill	Win Comp.	Lose Comp.	Expulsions	Injuries
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158855	Sep18,2017	Feb 5, 1985	€565K	High/ Low	Portugal	6'1"	176lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LW	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	82	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	17	158557	Nov24,2016	Feb 5, 1985	€340K	High/ Low	Portugal	6'1"	176lbs	L W	€87M	Right	5 	4 	5 	None	Real Madrid	LW	86	7	83	2021	Portugal	7	LW	94	94	84	93	85	Jul 1, 2009	88	92	81	76	77	93	91	92	90	96	63	92	95	92	80	90	63	29	94	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	15	157998	May15,2015	Feb 5, 1985	€375K	High/ Low	Portugal	6'1"	176lbs	L S	€78.5M	Right	5 	4 	5 	None	Real Madrid	LW	84	7	82	2018	Portugal	7	LS	92	92	83	95	86	Jul 1, 2009	87	93	88	79	72	92	91	94	93	90	63	94	94	89	79	93	63	24	91	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	15	157759	Sep18,2014	Feb 5, 1985	€0	High/ Low	Portugal	6'1"	176lbs	L W	€0	Right	5 	4 	5 	None	Real Madrid	LW	84	7	82	2018	Portugal	7	LW	92	92	83	95	86	Jul 1, 2009	87	93	88	79	72	92	91	94	93	90	63	94	94	89	79	93	63	24	91	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158914	Nov16,2017	Feb 5, 1985	€565K	High/ Low	Portugal	6'2"	183lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LS	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	15	157970	Apr17,2015	Feb 5, 1985	€375K	High/ Low	Portugal	6'1"	176lbs	L S	€78.5M	Right	5 	4 	5 	None	Real Madrid	LW	84	7	82	2018	Portugal	7	LS	92	92	83	95	86	Jul 1, 2009	87	93	88	79	72	92	91	94	93	90	63	94	94	89	79	93	63	24	91	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	16	158127	Sep21,2015	Feb 5, 1985	€475K	High/ Low	Portugal	6'1"	176lbs	S T	€85.5M	Right	5 	4 	5 	None	Real Madrid	LM	84	7	81	2018	Portugal	7	ST	93	93	82	95	86	Jul 1, 2009	87	93	88	77	72	91	91	93	90	92	62	94	94	87	79	93	62	29	93	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	16	158152	Oct16,2015	Feb 5, 1985	€475K	High/ Low	Portugal	6'1"	176lbs	S T	€85.5M	Right	5 	4 	5 	None	Real Madrid	LM	84	7	81	2018	Portugal	7	ST	93	93	82	95	86	Jul 1, 2009	87	93	88	77	72	91	91	93	90	92	62	94	94	90	79	93	62	29	93	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	16	158131	Sep25,2015	Feb 5, 1985	€475K	High/ Low	Portugal	6'1"	176lbs	S T	€85.5M	Right	5 	4 	5 	None	Real Madrid	LM	84	7	81	2018	Portugal	7	ST	93	93	82	95	86	Jul 1, 2009	87	93	88	77	72	91	91	93	90	92	62	94	94	87	79	93	62	29	93	81	85	22	31	23	7	11	15	14	11	6	81	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	15	157802	Oct31,2014	Feb 5, 1985	€375K	High/ Low	Portugal	6'1"	176lbs	L S	€78.5M	Right	5 	4 	5 	None	Real Madrid	LS	84	7	82	2018	Portugal	7	LS	92	92	83	95	86	Jul 1, 2009	87	93	88	79	72	92	91	94	93	90	63	94	94	89	79	93	63	24	91	81	85	22	31	23	7	11	15	14	11	6	80	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	19	159159	Jul19,2018	Feb 5, 1985	€405K	High/ Low	Portugal	6'2"	183lbs	L S	€77M	Right	5 	4 	5 	€127.1M	Juventus	ST	85	7	81	2022	Portugal	7	LS	94	94	84	94	89	Jul 10, 2018	87	88	81	76	77	94	89	91	87	96	70	94	95	88	79	93	63	29	95	82	85	28	31	23	7	11	15	14	11	6	83	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	19	159192	Aug21,2018	Feb 5, 1985	€405K	High/ Low	Portugal	6'2"	183lbs	L S	€77M	Right	5 	4 	5 	€127.1M	Juventus	ST	85	7	81	2022	Portugal	7	LS	94	94	84	94	89	Jul 10, 2018	87	88	81	76	77	94	89	91	87	96	70	95	95	88	79	93	63	29	95	82	85	28	31	23	7	11	15	14	11	6	82	8	41	4	12
Cristiano Ronaldo	Cristiano Ronaldo dos Santos Aveiro	20801	18	158904	Nov6,2017	Feb 5, 1985	€565K	High/ Low	Portugal	6'1"	176lbs	L S	€95.5M	Right	5 	4 	5 	€195.8M	Real Madrid	LS	86	7	83	2021	Portugal	7	LS	94	94	85	94	88	Jul 1, 2009	88	91	81	76	77	93	89	91	89	96	63	94	95	92	80	92	63	29	95	85	85	22	31	23	7	11	15	14	11	6	83	8	41	4	12
